,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
60041,60041,"It wasn't great but what can be expected from a lesser known (Super?)hero origin story. It did what it had to do and introduced Madam Web to the audience. She can definitely play a supporting role for Spiderman films but shouldn't have a sequel. (Not that it would). 
The film itself reminded me of a made for tv movie with 90's vibes. Still worth a watch but don't go out of your way for it.",Jeffrey O,2024-02-19,wasnt great expected lesser known superhero origin story introduced madam web audience definitely play supporting role sideman film shouldnt sequel would film reminded made tv movie vibe still worth watch dont go way,positivo
60042,60042,"This movie isn't as bad as the critics say. Yes, there are plot holes; yes, there is bad dialogue; but not all comic book movies are going to reach the high bar set by the OG MCU. I walked out of it having enjoyed myself and talking with my family about the Spiderverse Easter eggs in the film. It was fun, the acting (outside of the main villain) was good, and I'd see it again.",Dave B,2024-02-19,movie isnt bad critic say yes plot hole yes bad dialogue comic book movie going reach high bar set og mcu walked enjoyed talking family spiderverse easter egg film fun acting outside main villain good id see,positivo
60043,60043,"It has its faults, but it's still a fun ride.",Susan W,2024-02-19,fault still fun ride,positivo
60044,60044,"I usually can't watch movies because the plots stress me out, but I got through this no problem. There were like 50 plotlines and 0 made sense. There was almost no character development, and a lot of Pepsi product placement. The production is giving Twilight in a bad way. I'm giving it 2 stars because it fits into the category: it's so bad it's good. Please go watch this film, it's a hoot and a half.",Frieda M,2024-02-19,usually cant watch movie plot stress got problem like plotlines made sense almost character development lot pepsi product placement production giving twilight bad way im giving star fit category bad good please go watch film host half,positivo
60045,60045,Half a star in generous.,Carl S,2024-02-19,half star generous,positivo
60046,60046,The actresses play their roles so bad.. couldn't believe my eyes in the cinema..,Lea K,2024-02-19,actress play role bad couldnt believe eye cinema,negativo
60047,60047,It's so bad. So so bad.,Sankara R,2024-02-19,bassoon soo,neutro
60048,60048,I wouldn’t even give it half a star ! Horrible writing…horrible script…the execution of the movie just alll of it was bad just bad.,Shantii G,2024-02-19,’ even give half star horrible writing…horrible script…the execution movie all bad bad,negativo
60049,60049,"A fun, cute movie but they showed the main character giving a cat milk but cats are actually lactose intolerant!!",Qayyim A,2024-02-19,fun cute movie showed main character giving cat milk cat actually lacrosse intolerant,positivo
60050,60050,"Si te sientes agotado y cansado de otra película de superhéroes, dale una oportunidad a Madame Web.",David A,2024-02-19,feel exhausted tired another superhero movie give madame web chance,negativo
60051,60051,Loved this Marvel movie! My whole family went and we all thoroughly enjoyed it. Great story line . Loved Dakota Johnson in this role. If you enjoy Marvel movies it’s a must see!,Juli,2024-02-19,loved marvel movie whole family went thoroughly enjoyed great story line loved dakota johnson role enjoy marvel movie ’ must see,positivo
60052,60052,"The first half was so painful that for the first time in my life, I wanted to get out and leave. Especially after the villain is revealed. The overall dialogue is the worst and most basic. The villain just repeats himself the whole time. Dakota is adorable, but even she looks like she can't believe how bad the script is.",Mar,2024-02-19,first half painful first time life wanted get leave especially villain revealed overall dialogue worst basic villain repeat whole time dakota adorable even look like cant believe bad script,negativo
